start, 2022-06-23 20:47:34.806856
end, 2022-06-23 20:49:12.413439
low, -1.000, V
high, 2.800, V
rate, 100.000, mV/s
-1.00000000e+00, -6.16040900e-05,
-9.62000000e-01, -3.57950000e-06,
-9.24000000e-01, -2.23416000e-06,
-8.86000000e-01, -1.41525800e-06,
-8.48000000e-01, -9.47313700e-07,
-8.10000000e-01, -5.37862400e-07,
-7.72000000e-01, -4.20880200e-07,
-7.34000000e-01, -1.28412600e-07,
-6.96000000e-01, 4.70679100e-08,
-6.58000000e-01, 4.70679100e-08,
-6.20000000e-01, 1.05560000e-07,
-5.82000000e-01, 2.22547100e-07,
-5.44000000e-01, 2.22544300e-07,
-5.06000000e-01, 2.22545700e-07,
-4.68000000e-01, 2.22545700e-07,
-4.30000000e-01, 2.81040200e-07,
-3.92000000e-01, 2.22545700e-07,
-3.54000000e-01, 1.64054000e-07,
-3.16000000e-01, 2.22544300e-07,
-2.78000000e-01, 2.22544300e-07,
-2.40000000e-01, 3.39530900e-07,
-2.02000000e-01, 1.64053100e-07,
-1.64000000e-01, 1.64053100e-07,
-1.26000000e-01, 2.81040200e-07,
-8.80000000e-02, 2.81040200e-07,
-5.00000000e-02, 2.81038300e-07,
-1.20000000e-02, 2.22547100e-07,
2.60000000e-02, 2.22544300e-07,
6.40000000e-02, 2.81040200e-07,
1.02000000e-01, 2.22542800e-07,
1.40000000e-01, 2.22547100e-07,
1.78000000e-01, 2.22547100e-07,
2.16000000e-01, 3.39530900e-07,
2.54000000e-01, 3.98023400e-07,
2.92000000e-01, 2.81034500e-07,
3.30000000e-01, 3.39530900e-07,
3.68000000e-01, 5.73501200e-07,
4.06000000e-01, 5.73492700e-07,
4.44000000e-01, 7.48973300e-07,
4.82000000e-01, 1.09993400e-06,
5.20000000e-01, 1.86033800e-06,
5.58000000e-01, 2.67927700e-06,
5.96000000e-01, 3.90761000e-06,
6.34000000e-01, 4.96044500e-06,
6.72000000e-01, 5.89623200e-06,
7.10000000e-01, 6.71516900e-06,
7.48000000e-01, 7.41707400e-06,
7.86000000e-01, 8.35315000e-06,
8.24000000e-01, 8.87945000e-06,
8.62000000e-01, 9.46437500e-06,
9.00000000e-01, 1.00493800e-05,
9.38000000e-01, 1.05172400e-05,
9.76000000e-01, 1.07512100e-05,
1.01400000e+00, 1.12776500e-05,
1.05200000e+00, 1.15115200e-05,
1.09000000e+00, 1.20380500e-05,
1.12800000e+00, 1.28570500e-05,
1.16600000e+00, 1.39097000e-05,
1.20400000e+00, 1.62496500e-05,
1.24200000e+00, 1.94667700e-05,
1.28000000e+00, 2.31514500e-05,
1.31800000e+00, 2.68368900e-05,
1.35600000e+00, 2.97025700e-05,
1.39400000e+00, 3.14573300e-05,
1.43200000e+00, 3.22762200e-05,
1.47000000e+00, 3.28611500e-05,
1.50800000e+00, 3.39727700e-05,
1.54600000e+00, 3.49674300e-05,
