start, 2022-06-23 20:38:06.201333
end, 2022-06-23 20:39:44.059931
low, -1.000, V
high, 2.800, V
rate, 100.000, mV/s
-1.00000000e+00, -6.16630900e-05,
-9.62000000e-01, -3.52103600e-06,
-9.24000000e-01, -2.23416000e-06,
-8.86000000e-01, -1.47375100e-06,
-8.48000000e-01, -1.00581500e-06,
-8.10000000e-01, -6.54854300e-07,
-7.72000000e-01, -3.03893200e-07,
-7.34000000e-01, -1.28411200e-07,
-6.96000000e-01, -1.14251300e-08,
-6.58000000e-01, 1.05560000e-07,
-6.20000000e-01, 4.70679100e-08,
-5.82000000e-01, 1.64053100e-07,
-5.44000000e-01, 2.22545700e-07,
-5.06000000e-01, 3.39528500e-07,
-4.68000000e-01, 1.05560500e-07,
-4.30000000e-01, 1.64053100e-07,
-3.92000000e-01, 1.64052100e-07,
-3.54000000e-01, 3.39530900e-07,
-3.16000000e-01, 2.81040200e-07,
-2.78000000e-01, 3.98023400e-07,
-2.40000000e-01, 2.81038300e-07,
-2.02000000e-01, 1.64053100e-07,
-1.64000000e-01, 2.81040200e-07,
-1.26000000e-01, 2.81038300e-07,
-8.80000000e-02, 2.22544300e-07,
-5.00000000e-02, 2.22545700e-07,
-1.20000000e-02, 1.05560000e-07,
2.60000000e-02, 2.22545700e-07,
6.40000000e-02, 2.22545700e-07,
1.02000000e-01, 3.98026300e-07,
1.40000000e-01, 3.98026300e-07,
1.78000000e-01, 1.64052100e-07,
2.16000000e-01, 2.22547100e-07,
2.54000000e-01, 2.22547100e-07,
2.92000000e-01, 3.98026300e-07,
3.30000000e-01, 3.39530900e-07,
3.68000000e-01, 6.31993800e-07,
4.06000000e-01, 8.07477800e-07,
4.44000000e-01, 8.07471600e-07,
4.82000000e-01, 1.15843600e-06,
5.20000000e-01, 1.74333900e-06,
5.58000000e-01, 2.67923500e-06,
5.96000000e-01, 3.61511600e-06,
6.34000000e-01, 4.72647500e-06,
6.72000000e-01, 5.77934200e-06,
7.10000000e-01, 6.65678400e-06,
7.48000000e-01, 7.41719400e-06,
7.86000000e-01, 8.17760500e-06,
8.24000000e-01, 8.82095600e-06,
8.62000000e-01, 9.40580700e-06,
9.00000000e-01, 1.00493800e-05,
9.38000000e-01, 1.05757300e-05,
9.76000000e-01, 1.06927200e-05,
1.01400000e+00, 1.11021700e-05,
1.05200000e+00, 1.15701100e-05,
1.09000000e+00, 1.19794600e-05,
1.12800000e+00, 1.27984500e-05,
1.16600000e+00, 1.40268000e-05,
1.20400000e+00, 1.63665000e-05,
1.24200000e+00, 1.95835900e-05,
1.28000000e+00, 2.33267400e-05,
1.31800000e+00, 2.71291400e-05,
1.35600000e+00, 3.00537700e-05,
1.39400000e+00, 3.16915600e-05,
1.43200000e+00, 3.25686900e-05,
1.47000000e+00, 3.33881100e-05,
1.50800000e+00, 3.40894800e-05,
1.54600000e+00, 3.50256400e-05,
