start, 2022-06-23 18:19:14.229772
end, 2022-06-23 18:20:52.071368
low, -1.000, V
high, 2.800, V
rate, 100.000, mV/s
-1.00000000e+00, -6.55080200e-04,
-9.62000000e-01, -1.75594800e-05,
-9.24000000e-01, -1.38158900e-05,
-8.86000000e-01, -1.17686200e-05,
-8.48000000e-01, -1.06571600e-05,
-8.10000000e-01, -9.77968200e-06,
-7.72000000e-01, -9.13633900e-06,
-7.34000000e-01, -8.60997200e-06,
-6.96000000e-01, -8.37592900e-06,
-6.58000000e-01, -8.25907800e-06,
-6.20000000e-01, -8.43449100e-06,
-5.82000000e-01, -8.43442300e-06,
-5.44000000e-01, -8.43456000e-06,
-5.06000000e-01, -8.72681600e-06,
-4.68000000e-01, -8.90229300e-06,
-4.30000000e-01, -8.90244000e-06,
-3.92000000e-01, -8.90244000e-06,
-3.54000000e-01, -9.07777100e-06,
-3.16000000e-01, -9.13633900e-06,
-2.78000000e-01, -8.90236700e-06,
-2.40000000e-01, -8.66846600e-06,
-2.02000000e-01, -1.07740600e-05,
-1.64000000e-01, -8.14202300e-06,
-1.26000000e-01, -7.73256900e-06,
-8.80000000e-02, -7.61552000e-06,
-5.00000000e-02, -7.67407500e-06,
-1.20000000e-02, -8.31743600e-06,
2.60000000e-02, -5.86077700e-06,
6.40000000e-02, -1.12280200e-06,
1.02000000e-01, 2.85468900e-06,
1.40000000e-01, 5.66240200e-06,
1.78000000e-01, 7.41719400e-06,
2.16000000e-01, 6.42281200e-06,
2.54000000e-01, 8.87937800e-06,
2.92000000e-01, 9.34746500e-06,
3.30000000e-01, 9.63993100e-06,
3.68000000e-01, 9.81549000e-06,
4.06000000e-01, 1.00493800e-05,
4.44000000e-01, 1.02833500e-05,
4.82000000e-01, 1.03417600e-05,
5.20000000e-01, 1.04589200e-05,
5.58000000e-01, 1.06343100e-05,
5.96000000e-01, 1.10438500e-05,
6.34000000e-01, 1.17456800e-05,
6.72000000e-01, 1.32079000e-05,
7.10000000e-01, 1.52552700e-05,
7.48000000e-01, 1.67174600e-05,
7.86000000e-01, 1.77704700e-05,
8.24000000e-01, 1.77118300e-05,
8.62000000e-01, 1.75948400e-05,
9.00000000e-01, 1.72437500e-05,
9.38000000e-01, 1.71854000e-05,
9.76000000e-01, 1.67174600e-05,
1.01400000e+00, 1.67174600e-05,
1.05200000e+00, 1.64251300e-05,
1.09000000e+00, 1.72438900e-05,
1.12800000e+00, 1.88815300e-05,
1.16600000e+00, 2.33858000e-05,
1.20400000e+00, 3.21592400e-05,
1.24200000e+00, 4.35659100e-05,
1.28000000e+00, 5.40942200e-05,
1.31800000e+00, 6.07038900e-05,
1.35600000e+00, 6.22257100e-05,
1.39400000e+00, 6.07618800e-05,
1.43200000e+00, 5.93595200e-05,
1.47000000e+00, 5.82476700e-05,
1.50800000e+00, 5.94160800e-05,
1.54600000e+00, 6.19912200e-05,
