start, 2022-06-23 22:25:17.714195
end, 2022-06-23 22:26:54.982758
low, -1.000, V
high, 2.800, V
rate, 100.000, mV/s
-1.00000000e+00, -6.05522100e-05,
-9.62000000e-01, -3.11158200e-06,
-9.24000000e-01, -1.88324900e-06,
-8.86000000e-01, -1.23980000e-06,
-8.48000000e-01, -8.30327600e-07,
-8.10000000e-01, -5.37867200e-07,
-7.72000000e-01, -2.45397300e-07,
-7.34000000e-01, -2.45394900e-07,
-6.96000000e-01, 1.05561000e-07,
-6.58000000e-01, 1.05560500e-07,
-6.20000000e-01, 1.05560500e-07,
-5.82000000e-01, 1.64054000e-07,
-5.44000000e-01, 1.05560500e-07,
-5.06000000e-01, 1.05560000e-07,
-4.68000000e-01, 2.22547100e-07,
-4.30000000e-01, 3.39530900e-07,
-3.92000000e-01, 2.22545700e-07,
-3.54000000e-01, 3.39533200e-07,
-3.16000000e-01, 3.98029200e-07,
-2.78000000e-01, 3.39530900e-07,
-2.40000000e-01, 2.81038300e-07,
-2.02000000e-01, 1.64052100e-07,
-1.64000000e-01, 2.81040200e-07,
-1.26000000e-01, 3.39533200e-07,
-8.80000000e-02, 1.64052100e-07,
-5.00000000e-02, 1.64053100e-07,
-1.20000000e-02, 2.81040200e-07,
2.60000000e-02, 2.81040200e-07,
6.40000000e-02, 1.05560000e-07,
1.02000000e-01, 1.64052100e-07,
1.40000000e-01, 3.39533200e-07,
1.78000000e-01, 2.81038300e-07,
2.16000000e-01, 3.39528500e-07,
2.54000000e-01, 1.64053100e-07,
2.92000000e-01, 3.39528500e-07,
3.30000000e-01, 3.98023400e-07,
3.68000000e-01, 3.98023400e-07,
4.06000000e-01, 6.31998500e-07,
4.44000000e-01, 9.82949400e-07,
4.82000000e-01, 1.56786300e-06,
5.20000000e-01, 2.44524500e-06,
5.58000000e-01, 3.61508700e-06,
5.96000000e-01, 4.66798200e-06,
6.34000000e-01, 5.77929500e-06,
6.72000000e-01, 6.59823800e-06,
7.10000000e-01, 7.30020800e-06,
7.48000000e-01, 7.88501200e-06,
7.86000000e-01, 8.64561900e-06,
8.24000000e-01, 9.17191200e-06,
8.62000000e-01, 9.63977500e-06,
9.00000000e-01, 1.01663700e-05,
9.38000000e-01, 1.06343100e-05,
9.76000000e-01, 1.10437600e-05,
1.01400000e+00, 1.12192400e-05,
1.05200000e+00, 1.15115200e-05,
1.09000000e+00, 1.19796500e-05,
1.12800000e+00, 1.26228700e-05,
1.16600000e+00, 1.36757300e-05,
1.20400000e+00, 1.57817000e-05,
1.24200000e+00, 1.87647000e-05,
1.28000000e+00, 2.22157600e-05,
1.31800000e+00, 2.52575800e-05,
1.35600000e+00, 2.74798700e-05,
1.39400000e+00, 2.88836800e-05,
1.43200000e+00, 2.98200400e-05,
1.47000000e+00, 3.05802000e-05,
1.50800000e+00, 3.16333200e-05,
1.54600000e+00, 3.28029200e-05,
