start, 2022-06-23 22:00:07.857836
end, 2022-06-23 22:01:45.207404
low, -1.000, V
high, 2.800, V
rate, 100.000, mV/s
-1.00000000e+00, -6.13706200e-05,
-9.62000000e-01, -3.17007500e-06,
-9.24000000e-01, -1.94172800e-06,
-8.86000000e-01, -1.35677600e-06,
-8.48000000e-01, -7.71834600e-07,
-8.10000000e-01, -4.79365200e-07,
-7.72000000e-01, -2.45397300e-07,
-7.34000000e-01, 4.70679100e-08,
-6.96000000e-01, -6.99172100e-08,
-6.58000000e-01, 4.70679100e-08,
-6.20000000e-01, 2.22547100e-07,
-5.82000000e-01, 2.22545700e-07,
-5.44000000e-01, 1.64054000e-07,
-5.06000000e-01, 2.81042100e-07,
-4.68000000e-01, 2.22545700e-07,
-4.30000000e-01, 2.22542800e-07,
-3.92000000e-01, 1.05560000e-07,
-3.54000000e-01, 2.22545700e-07,
-3.16000000e-01, 2.81038300e-07,
-2.78000000e-01, 4.56519400e-07,
-2.40000000e-01, 3.98023400e-07,
-2.02000000e-01, 2.22547100e-07,
-1.64000000e-01, 4.56522700e-07,
-1.26000000e-01, 3.39533200e-07,
-8.80000000e-02, 2.81040200e-07,
-5.00000000e-02, 2.81038300e-07,
-1.20000000e-02, 2.22545700e-07,
2.60000000e-02, 2.22547100e-07,
6.40000000e-02, 2.81038300e-07,
1.02000000e-01, 2.81040200e-07,
1.40000000e-01, 1.64053100e-07,
1.78000000e-01, 2.22545700e-07,
2.16000000e-01, 2.81038300e-07,
2.54000000e-01, 2.81040200e-07,
2.92000000e-01, 3.39535600e-07,
3.30000000e-01, 3.39533200e-07,
3.68000000e-01, 5.73505500e-07,
4.06000000e-01, 6.31984300e-07,
4.44000000e-01, 1.04145000e-06,
4.82000000e-01, 1.45090200e-06,
5.20000000e-01, 2.15280100e-06,
5.58000000e-01, 3.38114600e-06,
5.96000000e-01, 4.43404800e-06,
6.34000000e-01, 5.42834200e-06,
6.72000000e-01, 6.42276000e-06,
7.10000000e-01, 7.35870100e-06,
7.48000000e-01, 7.88513900e-06,
7.86000000e-01, 8.58698700e-06,
8.24000000e-01, 9.11356700e-06,
8.62000000e-01, 9.64000900e-06,
9.00000000e-01, 1.02247000e-05,
9.38000000e-01, 1.06342300e-05,
9.76000000e-01, 1.09852700e-05,
1.01400000e+00, 1.13362300e-05,
1.05200000e+00, 1.15701100e-05,
1.09000000e+00, 1.19209700e-05,
1.12800000e+00, 1.27398600e-05,
1.16600000e+00, 1.37928300e-05,
1.20400000e+00, 1.57814500e-05,
1.24200000e+00, 1.88815300e-05,
1.28000000e+00, 2.22744300e-05,
1.31800000e+00, 2.56085400e-05,
1.35600000e+00, 2.80067500e-05,
1.39400000e+00, 2.92346300e-05,
1.43200000e+00, 3.01707500e-05,
1.47000000e+00, 3.09896500e-05,
1.50800000e+00, 3.20425200e-05,
1.54600000e+00, 3.32711300e-05,
