start, 2022-06-24 00:02:55.793258
end, 2022-06-24 00:04:32.965816
low, -1.000, V
high, 2.800, V
rate, 100.000, mV/s
-1.00000000e+00, -5.94408400e-05,
-9.62000000e-01, -3.05306300e-06,
-9.24000000e-01, -2.00017200e-06,
-8.86000000e-01, -1.18129600e-06,
-8.48000000e-01, -8.30327600e-07,
-8.10000000e-01, -4.20876400e-07,
-7.72000000e-01, -1.86906100e-07,
-7.34000000e-01, -2.45397300e-07,
-6.96000000e-01, -1.14251300e-08,
-6.58000000e-01, 4.70679100e-08,
-6.20000000e-01, 1.64055000e-07,
-5.82000000e-01, 4.70679100e-08,
-5.44000000e-01, 1.05561000e-07,
-5.06000000e-01, 1.05561000e-07,
-4.68000000e-01, 1.64053100e-07,
-4.30000000e-01, 3.39533200e-07,
-3.92000000e-01, 1.64052100e-07,
-3.54000000e-01, 1.64054000e-07,
-3.16000000e-01, 1.64053100e-07,
-2.78000000e-01, 2.22547100e-07,
-2.40000000e-01, 3.39535600e-07,
-2.02000000e-01, 2.22545700e-07,
-1.64000000e-01, 2.81038300e-07,
-1.26000000e-01, 4.70679100e-08,
-8.80000000e-02, 2.81040200e-07,
-5.00000000e-02, 2.22545700e-07,
-1.20000000e-02, 2.22547100e-07,
2.60000000e-02, 1.64053100e-07,
6.40000000e-02, 2.22545700e-07,
1.02000000e-01, 2.81040200e-07,
1.40000000e-01, 2.81040200e-07,
1.78000000e-01, 1.05560000e-07,
2.16000000e-01, 2.81040200e-07,
2.54000000e-01, 3.98023400e-07,
2.92000000e-01, 3.39528500e-07,
3.30000000e-01, 3.39530900e-07,
3.68000000e-01, 5.73505500e-07,
4.06000000e-01, 9.24463800e-07,
4.44000000e-01, 1.39239800e-06,
4.82000000e-01, 2.15280100e-06,
5.20000000e-01, 3.20564200e-06,
5.58000000e-01, 4.31699200e-06,
5.96000000e-01, 5.36993700e-06,
6.34000000e-01, 6.36431900e-06,
6.72000000e-01, 7.30020800e-06,
7.10000000e-01, 7.76809000e-06,
7.48000000e-01, 8.35301600e-06,
7.86000000e-01, 8.93794200e-06,
8.24000000e-01, 9.40595900e-06,
8.62000000e-01, 9.87374400e-06,
9.00000000e-01, 1.04003400e-05,
9.38000000e-01, 1.09267800e-05,
9.76000000e-01, 1.11022600e-05,
1.01400000e+00, 1.15116200e-05,
1.05200000e+00, 1.17456800e-05,
1.09000000e+00, 1.22136300e-05,
1.12800000e+00, 1.26815700e-05,
1.16600000e+00, 1.37928300e-05,
1.20400000e+00, 1.55477300e-05,
1.24200000e+00, 1.82384100e-05,
1.28000000e+00, 2.15725200e-05,
1.31800000e+00, 2.43805800e-05,
1.35600000e+00, 2.63687300e-05,
1.39400000e+00, 2.77138400e-05,
1.43200000e+00, 2.87091400e-05,
1.47000000e+00, 2.94686000e-05,
1.50800000e+00, 3.06969400e-05,
1.54600000e+00, 3.17497900e-05,
