start, 2022-06-23 19:03:21.245172
end, 2022-06-23 19:04:59.056767
low, -1.000, V
high, 2.800, V
rate, 100.000, mV/s
-1.00000000e+00, -6.11946500e-05,
-9.62000000e-01, -4.04744500e-06,
-9.24000000e-01, -2.58511900e-06,
-8.86000000e-01, -1.70769500e-06,
-8.48000000e-01, -1.12278300e-06,
-8.10000000e-01, -7.13347700e-07,
-7.72000000e-01, -4.20872600e-07,
-7.34000000e-01, -1.28409800e-07,
-6.96000000e-01, 4.70679100e-08,
-6.58000000e-01, 4.70679100e-08,
-6.20000000e-01, -6.99162600e-08,
-5.82000000e-01, 1.64051200e-07,
-5.44000000e-01, 1.64052100e-07,
-5.06000000e-01, 1.64053100e-07,
-4.68000000e-01, 2.81038300e-07,
-4.30000000e-01, 2.81042100e-07,
-3.92000000e-01, 2.22542800e-07,
-3.54000000e-01, 4.56516000e-07,
-3.16000000e-01, 2.81036400e-07,
-2.78000000e-01, 3.39533200e-07,
-2.40000000e-01, 3.39528500e-07,
-2.02000000e-01, 2.22545700e-07,
-1.64000000e-01, 2.81040200e-07,
-1.26000000e-01, 3.39528500e-07,
-8.80000000e-02, 3.39533200e-07,
-5.00000000e-02, 3.39528500e-07,
-1.20000000e-02, 2.22545700e-07,
2.60000000e-02, 2.81036400e-07,
6.40000000e-02, 3.39530900e-07,
1.02000000e-01, 3.98023400e-07,
1.40000000e-01, 3.98029200e-07,
1.78000000e-01, 2.22544300e-07,
2.16000000e-01, 2.22542800e-07,
2.54000000e-01, 3.39528500e-07,
2.92000000e-01, 5.15012400e-07,
3.30000000e-01, 3.39528500e-07,
3.68000000e-01, 3.98020600e-07,
4.06000000e-01, 4.56516000e-07,
4.44000000e-01, 8.07471600e-07,
4.82000000e-01, 1.04144200e-06,
5.20000000e-01, 1.62635500e-06,
5.58000000e-01, 2.56224900e-06,
5.96000000e-01, 3.61508700e-06,
6.34000000e-01, 4.72651300e-06,
6.72000000e-01, 5.77934200e-06,
7.10000000e-01, 6.77366100e-06,
7.48000000e-01, 7.53424100e-06,
7.86000000e-01, 8.23609800e-06,
8.24000000e-01, 8.93794200e-06,
8.62000000e-01, 9.63985300e-06,
9.00000000e-01, 1.01077100e-05,
9.38000000e-01, 1.05756500e-05,
9.76000000e-01, 1.09850900e-05,
1.01400000e+00, 1.14531200e-05,
1.05200000e+00, 1.19210600e-05,
1.09000000e+00, 1.24474000e-05,
1.12800000e+00, 1.33247800e-05,
1.16600000e+00, 1.47869600e-05,
1.20400000e+00, 1.75947000e-05,
1.24200000e+00, 2.14551800e-05,
1.28000000e+00, 2.60762700e-05,
1.31800000e+00, 3.10478900e-05,
1.35600000e+00, 3.56687700e-05,
1.39400000e+00, 3.85351900e-05,
1.43200000e+00, 4.02314800e-05,
1.47000000e+00, 4.01726600e-05,
1.50800000e+00, 3.84182100e-05,
1.54600000e+00, 3.40309900e-05,
