start, 2022-06-23 18:50:44.505889
end, 2022-06-23 18:52:22.196477
low, -1.000, V
high, 2.800, V
rate, 100.000, mV/s
-1.00000000e+00, -5.94398700e-05,
-9.62000000e-01, -4.33991000e-06,
-9.24000000e-01, -2.76059800e-06,
-8.86000000e-01, -1.94167900e-06,
-8.48000000e-01, -1.23976800e-06,
-8.10000000e-01, -7.71834600e-07,
-7.72000000e-01, -3.62380000e-07,
-7.34000000e-01, -3.03887400e-07,
-6.96000000e-01, -1.86900400e-07,
-6.58000000e-01, 1.05560500e-07,
-6.20000000e-01, 4.70679100e-08,
-5.82000000e-01, 1.05559600e-07,
-5.44000000e-01, 1.64053100e-07,
-5.06000000e-01, 2.22544300e-07,
-4.68000000e-01, 2.81036400e-07,
-4.30000000e-01, 3.98026300e-07,
-3.92000000e-01, 3.39528500e-07,
-3.54000000e-01, 2.81040200e-07,
-3.16000000e-01, 3.39533200e-07,
-2.78000000e-01, 5.15008700e-07,
-2.40000000e-01, 4.56519400e-07,
-2.02000000e-01, 2.81038300e-07,
-1.64000000e-01, 3.39535600e-07,
-1.26000000e-01, 3.39528500e-07,
-8.80000000e-02, 3.39533200e-07,
-5.00000000e-02, 2.81038300e-07,
-1.20000000e-02, 1.64051200e-07,
2.60000000e-02, 3.39533200e-07,
6.40000000e-02, 3.98026300e-07,
1.02000000e-01, 2.81034500e-07,
1.40000000e-01, 3.98026300e-07,
1.78000000e-01, 3.98020600e-07,
2.16000000e-01, 2.81036400e-07,
2.54000000e-01, 4.56516000e-07,
2.92000000e-01, 5.15008700e-07,
3.30000000e-01, 4.56509400e-07,
3.68000000e-01, 6.90481200e-07,
4.06000000e-01, 9.82949400e-07,
4.44000000e-01, 1.33390500e-06,
4.82000000e-01, 2.03581600e-06,
5.20000000e-01, 3.08863300e-06,
5.58000000e-01, 4.19997400e-06,
5.96000000e-01, 5.42838600e-06,
6.34000000e-01, 6.36421600e-06,
6.72000000e-01, 7.30014900e-06,
7.10000000e-01, 8.00206000e-06,
7.48000000e-01, 8.82095600e-06,
7.86000000e-01, 9.52294400e-06,
8.24000000e-01, 1.01077900e-05,
8.62000000e-01, 1.07511300e-05,
9.00000000e-01, 1.13361400e-05,
9.38000000e-01, 1.18041700e-05,
9.76000000e-01, 1.22134300e-05,
1.01400000e+00, 1.26813700e-05,
1.05200000e+00, 1.30909200e-05,
1.09000000e+00, 1.37927200e-05,
1.12800000e+00, 1.46698600e-05,
1.16600000e+00, 1.61322700e-05,
1.20400000e+00, 1.87645500e-05,
1.24200000e+00, 2.23910600e-05,
1.28000000e+00, 2.72463400e-05,
1.31800000e+00, 3.22762200e-05,
1.35600000e+00, 3.70728800e-05,
1.39400000e+00, 4.04069500e-05,
1.43200000e+00, 4.19277600e-05,
1.47000000e+00, 4.12840100e-05,
1.50800000e+00, 3.72483600e-05,
1.54600000e+00, 2.84742400e-05,
