start, 2022-06-23 18:57:03.244552
end, 2022-06-23 18:58:41.044146
low, -1.000, V
high, 2.800, V
rate, 100.000, mV/s
-1.00000000e+00, -6.08441800e-05,
-9.62000000e-01, -3.87196600e-06,
-9.24000000e-01, -2.52662600e-06,
-8.86000000e-01, -1.82470900e-06,
-8.48000000e-01, -1.18128600e-06,
-8.10000000e-01, -7.71827900e-07,
-7.72000000e-01, -4.20872600e-07,
-7.34000000e-01, -1.28411200e-07,
-6.96000000e-01, 4.70679100e-08,
-6.58000000e-01, 4.70679100e-08,
-6.20000000e-01, 2.22547100e-07,
-5.82000000e-01, 1.64053100e-07,
-5.44000000e-01, 1.64053100e-07,
-5.06000000e-01, 2.22545700e-07,
-4.68000000e-01, 2.22544300e-07,
-4.30000000e-01, 2.22545700e-07,
-3.92000000e-01, 2.81038300e-07,
-3.54000000e-01, 2.81036400e-07,
-3.16000000e-01, 2.81036400e-07,
-2.78000000e-01, 3.98023400e-07,
-2.40000000e-01, 3.39530900e-07,
-2.02000000e-01, 2.81036400e-07,
-1.64000000e-01, 2.81036400e-07,
-1.26000000e-01, 2.22545700e-07,
-8.80000000e-02, 2.81038300e-07,
-5.00000000e-02, 2.81038300e-07,
-1.20000000e-02, 3.39533200e-07,
2.60000000e-02, 2.81038300e-07,
6.40000000e-02, 2.81038300e-07,
1.02000000e-01, 3.39530900e-07,
1.40000000e-01, 3.98020600e-07,
1.78000000e-01, 3.39530900e-07,
2.16000000e-01, 3.39528500e-07,
2.54000000e-01, 3.39530900e-07,
2.92000000e-01, 2.81042100e-07,
3.30000000e-01, 3.39533200e-07,
3.68000000e-01, 3.98023400e-07,
4.06000000e-01, 4.56512700e-07,
4.44000000e-01, 7.48967500e-07,
4.82000000e-01, 1.04143400e-06,
5.20000000e-01, 1.68483400e-06,
5.58000000e-01, 2.67923500e-06,
5.96000000e-01, 3.61505800e-06,
6.34000000e-01, 4.66798200e-06,
6.72000000e-01, 5.77934200e-06,
7.10000000e-01, 6.77377100e-06,
7.48000000e-01, 7.59255100e-06,
7.86000000e-01, 8.41137300e-06,
8.24000000e-01, 9.11342000e-06,
8.62000000e-01, 9.81533000e-06,
9.00000000e-01, 1.04586600e-05,
9.38000000e-01, 1.08097900e-05,
9.76000000e-01, 1.15116200e-05,
1.01400000e+00, 1.18039800e-05,
1.05200000e+00, 1.22720200e-05,
1.09000000e+00, 1.27983500e-05,
1.12800000e+00, 1.36758400e-05,
1.16600000e+00, 1.52550200e-05,
1.20400000e+00, 1.80041500e-05,
1.24200000e+00, 2.20402800e-05,
1.28000000e+00, 2.65442100e-05,
1.31800000e+00, 3.16330700e-05,
1.35600000e+00, 3.63121800e-05,
1.39400000e+00, 3.94129000e-05,
1.43200000e+00, 4.12258500e-05,
1.47000000e+00, 4.08160700e-05,
1.50800000e+00, 3.81257500e-05,
1.54600000e+00, 3.13406000e-05,
