start, 2022-06-23 19:41:19.814499
end, 2022-06-23 19:42:57.626094
low, -1.000, V
high, 2.800, V
rate, 100.000, mV/s
-1.00000000e+00, -6.15451000e-05,
-9.62000000e-01, -3.93045900e-06,
-9.24000000e-01, -2.46815300e-06,
-8.86000000e-01, -1.59073700e-06,
-8.48000000e-01, -9.47321700e-07,
-8.10000000e-01, -6.54837100e-07,
-7.72000000e-01, -3.62383300e-07,
-7.34000000e-01, -1.28411200e-07,
-6.96000000e-01, -6.99172100e-08,
-6.58000000e-01, 1.05560000e-07,
-6.20000000e-01, 1.64052100e-07,
-5.82000000e-01, 2.81042100e-07,
-5.44000000e-01, 1.64054000e-07,
-5.06000000e-01, 2.22547100e-07,
-4.68000000e-01, 2.22544300e-07,
-4.30000000e-01, 2.81038300e-07,
-3.92000000e-01, 3.39530900e-07,
-3.54000000e-01, 3.39530900e-07,
-3.16000000e-01, 3.39533200e-07,
-2.78000000e-01, 4.56519400e-07,
-2.40000000e-01, 2.81038300e-07,
-2.02000000e-01, 2.81038300e-07,
-1.64000000e-01, 4.56516000e-07,
-1.26000000e-01, 3.39533200e-07,
-8.80000000e-02, 3.39533200e-07,
-5.00000000e-02, 1.64052100e-07,
-1.20000000e-02, 1.05560000e-07,
2.60000000e-02, 2.22545700e-07,
6.40000000e-02, 2.81036400e-07,
1.02000000e-01, 3.98026300e-07,
1.40000000e-01, 3.39530900e-07,
1.78000000e-01, 3.39530900e-07,
2.16000000e-01, 1.64053100e-07,
2.54000000e-01, 3.39530900e-07,
2.92000000e-01, 3.98026300e-07,
3.30000000e-01, 4.56516000e-07,
3.68000000e-01, 5.73505500e-07,
4.06000000e-01, 5.73497000e-07,
4.44000000e-01, 8.07471600e-07,
4.82000000e-01, 9.82941700e-07,
5.20000000e-01, 1.45087900e-06,
5.58000000e-01, 2.38679100e-06,
5.96000000e-01, 3.32265300e-06,
6.34000000e-01, 4.31702700e-06,
6.72000000e-01, 5.42838600e-06,
7.10000000e-01, 6.42270800e-06,
7.48000000e-01, 7.24165600e-06,
7.86000000e-01, 8.11904600e-06,
8.24000000e-01, 8.64547900e-06,
8.62000000e-01, 9.34731500e-06,
9.00000000e-01, 1.00493800e-05,
9.38000000e-01, 1.04586600e-05,
9.76000000e-01, 1.07510400e-05,
1.01400000e+00, 1.11021700e-05,
1.05200000e+00, 1.14529400e-05,
1.09000000e+00, 1.20967400e-05,
1.12800000e+00, 1.28570500e-05,
1.16600000e+00, 1.43193800e-05,
1.20400000e+00, 1.68344400e-05,
1.24200000e+00, 2.03436700e-05,
1.28000000e+00, 2.44384800e-05,
1.31800000e+00, 2.88254200e-05,
1.35600000e+00, 3.23352400e-05,
1.39400000e+00, 3.46159100e-05,
1.43200000e+00, 3.57272600e-05,
1.47000000e+00, 3.63706700e-05,
1.50800000e+00, 3.65464400e-05,
1.54600000e+00, 3.65458500e-05,
