start, 2022-06-23 18:31:50.942053
end, 2022-06-23 18:33:28.313623
low, -1.000, V
high, 2.800, V
rate, 100.000, mV/s
-1.00000000e+00, -5.49944300e-05,
-9.62000000e-01, -4.28141700e-06,
-9.24000000e-01, -2.70210500e-06,
-8.86000000e-01, -1.76621600e-06,
-8.48000000e-01, -1.12279300e-06,
-8.10000000e-01, -7.71827900e-07,
-7.72000000e-01, -3.03890300e-07,
-7.34000000e-01, -1.14255900e-08,
-6.96000000e-01, 1.05560500e-07,
-6.58000000e-01, 1.64053100e-07,
-6.20000000e-01, 1.64054000e-07,
-5.82000000e-01, 2.81040200e-07,
-5.44000000e-01, 2.81040200e-07,
-5.06000000e-01, 2.81036400e-07,
-4.68000000e-01, 1.64052100e-07,
-4.30000000e-01, 2.22545700e-07,
-3.92000000e-01, 4.56516000e-07,
-3.54000000e-01, 3.39530900e-07,
-3.16000000e-01, 2.22544300e-07,
-2.78000000e-01, 2.22545700e-07,
-2.40000000e-01, 1.64052100e-07,
-2.02000000e-01, 1.05560500e-07,
-1.64000000e-01, 2.22547100e-07,
-1.26000000e-01, 2.22545700e-07,
-8.80000000e-02, 2.22545700e-07,
-5.00000000e-02, 2.22545700e-07,
-1.20000000e-02, 2.81042100e-07,
2.60000000e-02, 2.22547100e-07,
6.40000000e-02, 3.98020600e-07,
1.02000000e-01, 5.15004800e-07,
1.40000000e-01, 7.48984700e-07,
1.78000000e-01, 1.04143400e-06,
2.16000000e-01, 1.27540200e-06,
2.54000000e-01, 1.80184600e-06,
2.92000000e-01, 2.67921300e-06,
3.30000000e-01, 4.25853400e-06,
3.68000000e-01, 6.07180500e-06,
4.06000000e-01, 7.65110400e-06,
4.44000000e-01, 9.05492700e-06,
4.82000000e-01, 1.03416800e-05,
5.20000000e-01, 1.14532200e-05,
5.58000000e-01, 1.21550300e-05,
5.96000000e-01, 1.29739300e-05,
6.34000000e-01, 1.35588600e-05,
6.72000000e-01, 1.40852900e-05,
7.10000000e-01, 1.44946200e-05,
7.48000000e-01, 1.50210500e-05,
7.86000000e-01, 1.53721300e-05,
8.24000000e-01, 1.60155500e-05,
8.62000000e-01, 1.63666300e-05,
9.00000000e-01, 1.68344400e-05,
9.38000000e-01, 1.70684100e-05,
9.76000000e-01, 1.74195100e-05,
1.01400000e+00, 1.75362100e-05,
1.05200000e+00, 1.76531900e-05,
1.09000000e+00, 1.79453600e-05,
1.12800000e+00, 1.84720800e-05,
1.16600000e+00, 1.94081200e-05,
1.20400000e+00, 2.10457400e-05,
1.24200000e+00, 2.36195800e-05,
1.28000000e+00, 2.80647900e-05,
1.31800000e+00, 3.29201700e-05,
1.35600000e+00, 3.75411300e-05,
1.39400000e+00, 4.12261900e-05,
1.43200000e+00, 4.29802800e-05,
1.47000000e+00, 4.18107800e-05,
1.50800000e+00, 3.52596100e-05,
1.54600000e+00, 2.55500500e-05,
