start, 2022-06-23 19:25:32.528318
end, 2022-06-23 19:27:10.312910
low, -1.000, V
high, 2.800, V
rate, 100.000, mV/s
-1.00000000e+00, -6.13126300e-05,
-9.62000000e-01, -3.75494800e-06,
-9.24000000e-01, -2.35116600e-06,
-8.86000000e-01, -1.59073700e-06,
-8.48000000e-01, -1.18129600e-06,
-8.10000000e-01, -6.54842800e-07,
-7.72000000e-01, -2.45402000e-07,
-7.34000000e-01, -3.03890300e-07,
-6.96000000e-01, -1.28408300e-07,
-6.58000000e-01, 1.05560500e-07,
-6.20000000e-01, 2.22544300e-07,
-5.82000000e-01, 2.81040200e-07,
-5.44000000e-01, 2.22545700e-07,
-5.06000000e-01, 1.64052100e-07,
-4.68000000e-01, 2.81038300e-07,
-4.30000000e-01, 2.81040200e-07,
-3.92000000e-01, 2.22547100e-07,
-3.54000000e-01, 2.81036400e-07,
-3.16000000e-01, 2.22542800e-07,
-2.78000000e-01, 3.39530900e-07,
-2.40000000e-01, 3.39528500e-07,
-2.02000000e-01, 2.22545700e-07,
-1.64000000e-01, 3.39530900e-07,
-1.26000000e-01, 2.81038300e-07,
-8.80000000e-02, 2.81036400e-07,
-5.00000000e-02, 2.81034500e-07,
-1.20000000e-02, 1.64053100e-07,
2.60000000e-02, 2.81036400e-07,
6.40000000e-02, 3.98020600e-07,
1.02000000e-01, 1.64052100e-07,
1.40000000e-01, 2.22544300e-07,
1.78000000e-01, 4.56522700e-07,
2.16000000e-01, 2.22542800e-07,
2.54000000e-01, 4.56512700e-07,
2.92000000e-01, 5.15008700e-07,
3.30000000e-01, 3.98023400e-07,
3.68000000e-01, 4.56516000e-07,
4.06000000e-01, 5.73497000e-07,
4.44000000e-01, 7.48979000e-07,
4.82000000e-01, 9.24456800e-07,
5.20000000e-01, 1.62636800e-06,
5.58000000e-01, 2.26978600e-06,
5.96000000e-01, 3.32262600e-06,
6.34000000e-01, 4.31702700e-06,
6.72000000e-01, 5.54537200e-06,
7.10000000e-01, 6.42270800e-06,
7.48000000e-01, 7.30009000e-06,
7.86000000e-01, 8.00199600e-06,
8.24000000e-01, 8.64547900e-06,
8.62000000e-01, 9.46445200e-06,
9.00000000e-01, 9.93223600e-06,
9.38000000e-01, 1.05173300e-05,
9.76000000e-01, 1.07511300e-05,
1.01400000e+00, 1.11606600e-05,
1.05200000e+00, 1.14530300e-05,
1.09000000e+00, 1.20964400e-05,
1.12800000e+00, 1.28568400e-05,
1.16600000e+00, 1.43192600e-05,
1.20400000e+00, 1.70096400e-05,
1.24200000e+00, 2.06949500e-05,
1.28000000e+00, 2.49649100e-05,
1.31800000e+00, 2.97613100e-05,
1.35600000e+00, 3.35633200e-05,
1.39400000e+00, 3.62536900e-05,
1.43200000e+00, 3.73065400e-05,
1.47000000e+00, 3.78917800e-05,
1.50800000e+00, 3.75990100e-05,
1.54600000e+00, 3.70143900e-05,
