Keithley Instruments: Chronopotentiometry

System Parameters
Date/Time,Tue Apr 26 00:52:53 2022
Model,2450
Serial Number,04431893
Firmware,1.6.7c
Program Version,122148
EC Framework Version,1.0


Measurement Interval:,0.01,s/pt
VRange:,2

Step #1 Settings
Current,1e-06,A
Duration,360,s

Step #1 Quick Stats
35716,points recorded,,0.34302705267,V average
-0.081480026245,V minimum,,0.074989300057,V standard deviation
0.36955118179,V median,,360.03347488,s to run experiment
0.40554738045,V maximum

Raw Data

Step #1
Data Pt, Times (s), Current (A), Potential (V)
179,1.79458,1e-06,-0.026911258698
180,1.80464,1e-06,-0.026544570923
181,1.81471,1e-06,-0.026487350464
182,1.82479,1e-06,-0.026121139526
183,1.83486,1e-06,-0.026063919067
184,1.84495,1e-06,-0.025754928589
185,1.85502,1e-06,-0.025662899017
186,1.86509,1e-06,-0.025308132172
187,1.87517,1e-06,-0.025262355804
188,1.88526,1e-06,-0.024884700775
189,1.89533,1e-06,-0.024838924408
190,1.9054,1e-06,-0.024472236633
191,1.91548,1e-06,-0.024426460266
192,1.92555,1e-06,-0.024025917053
193,1.93562,1e-06,-0.023980140686
194,1.9457,1e-06,-0.023624897003
195,1.95577,1e-06,-0.023556232452
196,1.96584,1e-06,-0.023212909698
197,1.97591,1e-06,-0.023121356964
198,1.98601,1e-06,-0.022835254669
199,1.99608,1e-06,-0.022743225098
200,2.00642,1e-06,-0.022445678711
201,2.01624,1e-06,-0.022308349609
202,2.02633,1e-06,-0.021999359131
203,2.0364,1e-06,-0.021850585938
204,2.04646,1e-06,-0.021621227264
205,2.05654,1e-06,-0.021426677704
206,2.06662,1e-06,-0.02120923996
207,2.07668,1e-06,-0.020991802216
208,2.08676,1e-06,-0.020750999451
209,2.09682,1e-06,-0.020579338074
210,2.10689,1e-06,-0.020350456238
211,2.11697,1e-06,-0.020167350769
212,2.12706,1e-06,-0.019995689392
213,2.13714,1e-06,-0.019789218903
214,2.14722,1e-06,-0.019571781158
215,2.1573,1e-06,-0.019377231598
216,2.16736,1e-06,-0.019125461578
217,2.17743,1e-06,-0.018930912018
218,2.18751,1e-06,-0.018712997437
219,2.19758,1e-06,-0.01854133606
220,2.20765,1e-06,-0.018278121948
221,2.21772,1e-06,-0.018117904663
222,2.2278,1e-06,-0.017854690552
223,2.23786,1e-06,-0.017693996429
224,2.24793,1e-06,-0.017465114594
225,2.25801,1e-06,-0.017259120941
226,2.2681,1e-06,-0.017087459564
227,2.27818,1e-06,-0.01687002182
228,2.28825,1e-06,-0.016652107239
229,2.29832,1e-06,-0.016434669495
230,2.30839,1e-06,-0.016285896301
231,2.31847,1e-06,-0.015999794006
232,2.32854,1e-06,-0.015862464905
233,2.33862,1e-06,-0.015575885773
234,2.34868,1e-06,-0.015461444855
235,2.35876,1e-06,-0.015141010284
236,2.36884,1e-06,-0.015026569366
237,2.3789,1e-06,-0.014728546143
238,2.38897,1e-06,-0.014602661133
239,2.39904,1e-06,-0.014316558838
240,2.40914,1e-06,-0.014213562012
241,2.41922,1e-06,-0.0139503479
242,2.42928,1e-06,-0.013778209686
243,2.43936,1e-06,-0.013537883759
244,2.44948,1e-06,-0.013400554657
245,2.45951,1e-06,-0.013114452362
246,2.46957,1e-06,-0.013000011444
247,2.47964,1e-06,-0.012644767761
248,2.48972,1e-06,-0.01257610321
249,2.49978,1e-06,-0.012244224548
250,2.50985,1e-06,-0.012141227722
251,2.51993,1e-06,-0.011878013611
252,2.53253,1e-06,-0.011751651764
253,2.54008,1e-06,-0.011465549469
254,2.55016,1e-06,-0.011339664459
255,2.56022,1e-06,-0.011030673981
256,2.5703,1e-06,-0.010904788971
257,2.58038,1e-06,-0.010618209839
258,2.59045,1e-06,-0.010515213013
259,2.60053,1e-06,-0.010206222534
260,2.6106,1e-06,-0.0101146698
261,2.62067,1e-06,-0.0097708702087
262,2.63074,1e-06,-0.0096793174744
263,2.64082,1e-06,-0.0093588829041
264,2.65093,1e-06,-0.0092787742615
265,2.66097,1e-06,-0.0089240074158
266,2.67103,1e-06,-0.0088205337524
267,2.68111,1e-06,-0.0085573196411
268,2.69119,1e-06,-0.0083742141724
269,2.70131,1e-06,-0.0081911087036
270,2.71137,1e-06,-0.0079965591431
271,2.72142,1e-06,-0.0077557563782
272,2.73149,1e-06,-0.0075840950012
273,2.74156,1e-06,-0.0073437690735
274,2.75162,1e-06,-0.0071721076965
275,2.7617,1e-06,-0.0068855285645
276,2.77176,1e-06,-0.0067596435547
277,2.78184,1e-06,-0.0065078735352
278,2.79191,1e-06,-0.0063591003418
279,2.80203,1e-06,-0.0060844421387
280,2.81211,1e-06,-0.0059471130371
281,2.82325,1e-06,-0.0055232048035
282,2.83227,1e-06,-0.0055918693542
283,2.84232,1e-06,-0.0052027702332
284,2.85243,1e-06,-0.0052485466003
285,2.8625,1e-06,-0.0047559738159
286,2.87257,1e-06,-0.0048589706421
287,2.88263,1e-06,-0.004298210144
288,2.8927,1e-06,-0.004412651062
289,2.90278,1e-06,-0.0039200782776
290,2.91285,1e-06,-0.0039663314819
291,2.92292,1e-06,-0.0035195350647
292,2.933,1e-06,-0.0035653114319
293,2.94306,1e-06,-0.0030846595764
294,2.95318,1e-06,-0.0031304359436
295,2.96323,1e-06,-0.0026721954346
296,2.97331,1e-06,-0.00270652771
297,2.9834,1e-06,-0.0022945404053
298,2.99347,1e-06,-0.0022945404053
299,3.00355,1e-06,-0.0018935203552
300,3.01361,1e-06,-0.0018706321716
301,3.02368,1e-06,-0.0014929771423
302,3.03375,1e-06,-0.0014472007751
303,3.04383,1e-06,-0.0010809898376
304,3.05391,1e-06,-0.0010352134705
305,3.06397,1e-06,-0.000657081604
306,3.07405,1e-06,-0.00061130523682
307,3.08412,1e-06,-0.00019931793213
308,3.0942,1e-06,-0.00018787384033
309,3.10428,1e-06,0.00017833709717
310,3.11436,1e-06,0.00023555755615
311,3.12449,1e-06,0.00054502487183
312,3.13456,1e-06,0.00061368942261
313,3.1446,1e-06,0.00097990036011
314,3.15467,1e-06,0.0010485649109
315,3.16474,1e-06,0.0014033317566
316,3.17481,1e-06,0.0014491081238
317,3.18488,1e-06,0.0018272399902
318,3.19496,1e-06,0.001895904541
319,3.20503,1e-06,0.0022506713867
320,3.21511,1e-06,0.0022850036621
321,3.22519,1e-06,0.0026860237122
322,3.23526,1e-06,0.0027546882629
323,3.24533,1e-06,0.0030636787415
324,3.2554,1e-06,0.0031208992004
325,3.2655,1e-06,0.0034871101379
326,3.27557,1e-06,0.0035214424133
327,3.28564,1e-06,0.0038766860962
328,3.29572,1e-06,0.0039682388306
329,3.30579,1e-06,0.0042886734009
330,3.31587,1e-06,0.0043687820435
331,3.32594,1e-06,0.004677772522
332,3.336,1e-06,0.0048155784607
333,3.34607,1e-06,0.0051016807556
334,3.35614,1e-06,0.0052733421326
335,3.36622,1e-06,0.0054907798767
336,3.37628,1e-06,0.0057082176208
337,3.38637,1e-06,0.0059490203857
338,3.39644,1e-06,0.0061321258545
339,3.40654,1e-06,0.0062694549561
340,3.41661,1e-06,0.0064754486084
341,3.42668,1e-06,0.0067272186279
342,3.43676,1e-06,0.0069108009338
343,3.44683,1e-06,0.0071511268616
344,3.45692,1e-06,0.0073227882385
345,3.46699,1e-06,0.0075402259827
346,3.47707,1e-06,0.0077347755432
347,3.48715,1e-06,0.0080099105835
348,3.49722,1e-06,0.0081701278687
349,3.50955,1e-06,0.0083990097046
350,3.51738,1e-06,0.0085821151733
351,3.52745,1e-06,0.0088338851929
352,3.53752,1e-06,0.008994102478
353,3.54762,1e-06,0.0092005729675
354,3.5577,1e-06,0.0093836784363
355,3.56778,1e-06,0.0096011161804
356,3.57785,1e-06,0.0098299980164
357,3.58792,1e-06,0.010001659393
358,3.598,1e-06,0.010265350342
359,3.60808,1e-06,0.010425567627
360,3.61813,1e-06,0.010677337646
361,3.62821,1e-06,0.010848999023
362,3.63829,1e-06,0.011112213135
363,3.64837,1e-06,0.011250019073
364,3.65844,1e-06,0.01154756546
365,3.6685,1e-06,0.011696338654
366,3.67857,1e-06,0.01199388504
367,3.68863,1e-06,0.012096881866
368,3.69872,1e-06,0.012303352356
369,3.70879,1e-06,0.012509346008
370,3.71887,1e-06,0.01277256012
371,3.72893,1e-06,0.012921333313
372,3.73901,1e-06,0.013150215149
373,3.74908,1e-06,0.013321876526
374,3.75915,1e-06,0.013597011566
375,3.76922,1e-06,0.01374578476
376,3.7793,1e-06,0.014020442963
377,3.78938,1e-06,0.014180660248
378,3.79944,1e-06,0.01446723938
379,3.80971,1e-06,0.014570236206
380,3.81959,1e-06,0.014879226685
381,3.82966,1e-06,0.014982223511
382,3.83975,1e-06,0.015256881714
383,3.84983,1e-06,0.015394210815
384,3.8599,1e-06,0.015657901764
385,3.86998,1e-06,0.015818119049
386,3.88005,1e-06,0.016115665436
387,3.89012,1e-06,0.016230106354
388,3.9002,1e-06,0.01652765274
389,3.91028,1e-06,0.016654014587
390,3.92289,1e-06,0.017088890076
391,3.93046,1e-06,0.017043113708
392,3.94052,1e-06,0.017363548279
393,3.95059,1e-06,0.017443656921
394,3.96065,1e-06,0.017810344696
395,3.97072,1e-06,0.017913341522
396,3.98081,1e-06,0.018142223358
397,3.99089,1e-06,0.018313884735
398,4.00098,1e-06,0.018554210663
399,4.01104,1e-06,0.018737316132
400,4.0211,1e-06,0.019012451172
401,4.03117,1e-06,0.019184112549
402,4.04124,1e-06,0.019424438477
403,4.05134,1e-06,0.019550323486
404,4.06143,1e-06,0.019836902618
405,4.07146,1e-06,0.01997423172
406,4.08154,1e-06,0.020260334015
407,4.09161,1e-06,0.020397663116
408,4.10168,1e-06,0.020695209503
409,4.11176,1e-06,0.020798206329
410,4.12185,1e-06,0.021130561829
411,4.13192,1e-06,0.021164894104
412,4.14199,1e-06,0.021553993225
413,4.15211,1e-06,0.021553993225
414,4.16218,1e-06,0.022035121918
415,4.17225,1e-06,0.021931648254
416,4.18231,1e-06,0.022458553314
417,4.19236,1e-06,0.022332668304
418,4.20246,1e-06,0.022881984711
419,4.21255,1e-06,0.022756099701
420,4.22262,1e-06,0.023237228394
421,4.2327,1e-06,0.023202896118
422,4.24277,1e-06,0.023706436157
423,4.25285,1e-06,0.023637771606
424,4.26294,1e-06,0.024049758911
425,4.27303,1e-06,0.024049758911
426,4.28309,1e-06,0.024439334869
427,4.29316,1e-06,0.024519443512
428,4.30325,1e-06,0.024874210358
429,4.3133,1e-06,0.024919986725
430,4.32337,1e-06,0.025240898132
431,4.33343,1e-06,0.025298118591
432,4.34351,1e-06,0.025675773621
433,4.35358,1e-06,0.025744438171
434,4.36365,1e-06,0.026110649109
435,4.37373,1e-06,0.026156425476
436,4.38486,1e-06,0.026557445526
437,4.39491,1e-06,0.026603221893
438,4.405,1e-06,0.026923656464
439,4.41508,1e-06,0.026969432831
440,4.42515,1e-06,0.027335643768
441,4.43522,1e-06,0.027381896973
442,4.44529,1e-06,0.02774810791
443,4.45537,1e-06,0.027839660645
444,4.46543,1e-06,0.028171539307
445,4.4755,1e-06,0.028263092041
446,4.48558,1e-06,0.028584003448
447,4.49565,1e-06,0.028732776642
448,4.50573,1e-06,0.028984546661
449,4.51581,1e-06,0.029144763947
450,4.52587,1e-06,0.029385089874
451,4.53594,1e-06,0.029591560364
452,4.54603,1e-06,0.029740333557
453,4.55611,1e-06,0.029946327209
454,4.56618,1e-06,0.030163764954
455,4.57626,1e-06,0.030369758606
456,4.58634,1e-06,0.030598640442
457,4.59641,1e-06,0.030747890472
458,4.60649,1e-06,0.031033992767
459,4.61657,1e-06,0.031171321869
460,4.62663,1e-06,0.031468868256
461,4.63671,1e-06,0.031617641449
462,4.6468,1e-06,0.031824111938
463,4.65687,1e-06,0.032041549683
464,4.66694,1e-06,0.03228187561
465,4.67701,1e-06,0.032430648804
466,4.6871,1e-06,0.03265953064
467,4.69716,1e-06,0.032820224762
468,4.70724,1e-06,0.033071994781
469,4.71731,1e-06,0.033243656158
470,4.72739,1e-06,0.033483982086
471,4.73746,1e-06,0.033644199371
472,4.74753,1e-06,0.033896446228
473,4.7576,1e-06,0.034090995789
474,4.76767,1e-06,0.034274101257
475,4.77775,1e-06,0.034502983093
476,4.78782,1e-06,0.034697532654
477,4.79789,1e-06,0.034938335419
478,4.80796,1e-06,0.035109996796
479,4.81803,1e-06,0.035350322723
480,4.82813,1e-06,0.0355219841
481,4.83971,1e-06,0.035808086395
482,4.84976,1e-06,0.035933971405
483,4.85984,1e-06,0.036209106445
484,4.86992,1e-06,0.036346435547
485,4.87998,1e-06,0.036643981934
486,4.89005,1e-06,0.036724090576
487,4.90012,1e-06,0.037044525146
488,4.9102,1e-06,0.037136554718
489,4.92028,1e-06,0.037525653839
490,4.93035,1e-06,0.037571430206
491,4.94043,1e-06,0.037857532501
492,4.95051,1e-06,0.038006305695
493,4.96058,1e-06,0.038247108459
494,4.97065,1e-06,0.038453102112
495,4.98075,1e-06,0.038636207581
496,4.99082,1e-06,0.038830757141
497,5.00089,1e-06,0.039048194885
498,5.01096,1e-06,0.03920841217
499,5.02105,1e-06,0.039529323578
500,5.0311,1e-06,0.039620876312
501,5.04117,1e-06,0.039872646332
502,5.05124,1e-06,0.040044307709
503,5.06139,1e-06,0.040342330933
504,5.07142,1e-06,0.040433883667
505,5.08146,1e-06,0.040765762329
506,5.09154,1e-06,0.040845870972
507,5.1016,1e-06,0.041177749634
508,5.11167,1e-06,0.041212081909
509,5.12177,1e-06,0.041590213776
510,5.13185,1e-06,0.041567325592
511,5.14193,1e-06,0.042047977448
512,5.15201,1e-06,0.041922092438
513,5.16208,1e-06,0.042483329773
514,5.1722,1e-06,0.04237985611
515,5.18226,1e-06,0.042883872986
516,5.19233,1e-06,0.042838096619
517,5.20239,1e-06,0.043284416199
518,5.21249,1e-06,0.04322719574
519,5.22258,1e-06,0.043685436249
520,5.23264,1e-06,0.043639659882
521,5.24271,1e-06,0.04407453537
522,5.25277,1e-06,0.044040203094
523,5.26287,1e-06,0.044417858124
524,5.27295,1e-06,0.044486522675
525,5.28302,1e-06,0.044841766357
526,5.2931,1e-06,0.044898986816
527,5.30317,1e-06,0.045253753662
528,5.31324,1e-06,0.045288085938
529,5.32337,1e-06,0.045654296875
530,5.3355,1e-06,0.045792102814
531,5.34555,1e-06,0.046043872833
532,5.35562,1e-06,0.04621553421
533,5.3657,1e-06,0.046444416046
534,5.37577,1e-06,0.046638965607
535,5.38584,1e-06,0.046845436096
536,5.39591,1e-06,0.047039985657
537,5.40598,1e-06,0.047280311584
538,5.41607,1e-06,0.047394752502
539,5.42616,1e-06,0.047646522522
540,5.43623,1e-06,0.047829627991
541,5.44629,1e-06,0.048058986664
542,5.45637,1e-06,0.048219203949
543,5.46644,1e-06,0.04848241806
544,5.47651,1e-06,0.04860830307
545,5.4866,1e-06,0.048894405365
546,5.49665,1e-06,0.049043655396
547,5.50672,1e-06,0.049318313599
548,5.51679,1e-06,0.049432754517
549,5.52685,1e-06,0.049718856812
550,5.53693,1e-06,0.049867630005
551,5.54701,1e-06,0.050119876862
552,5.5571,1e-06,0.050245761871
553,5.56717,1e-06,0.050451755524
554,5.57725,1e-06,0.050623416901
555,5.58733,1e-06,0.050840854645
556,5.59741,1e-06,0.051069736481
557,5.60748,1e-06,0.051253318787
558,5.61754,1e-06,0.051505088806
559,5.62762,1e-06,0.051642417908
560,5.63769,1e-06,0.051928520203
561,5.64777,1e-06,0.052065849304
562,5.65783,1e-06,0.052318096161
563,5.6679,1e-06,0.052455425262
564,5.67798,1e-06,0.052718639374
565,5.68805,1e-06,0.052878856659
566,5.69811,1e-06,0.053096294403
567,5.70821,1e-06,0.053234100342
568,5.71829,1e-06,0.053485870361
569,5.72835,1e-06,0.053623199463
570,5.73843,1e-06,0.05392074585
571,5.7485,1e-06,0.054035186768
572,5.75857,1e-06,0.054298400879
573,5.76864,1e-06,0.054436206818
574,5.77871,1e-06,0.054722309113
575,5.78878,1e-06,0.054859638214
576,5.79884,1e-06,0.055122852325
577,5.80892,1e-06,0.055248737335
578,5.81898,1e-06,0.055535316467
579,5.82906,1e-06,0.055638313293
580,5.83914,1e-06,0.05593585968
581,5.84921,1e-06,0.056050300598
582,5.85931,1e-06,0.056324958801
583,5.86938,1e-06,0.056416511536
584,5.87945,1e-06,0.056691646576
585,5.88953,1e-06,0.056817531586
586,5.89969,1e-06,0.057126522064
587,5.91425,1e-06,0.057263851166
588,5.92429,1e-06,0.057641983032
589,5.93437,1e-06,0.057687759399
590,5.94447,1e-06,0.058031082153
591,5.95456,1e-06,0.058088302612
592,5.96463,1e-06,0.058443069458
593,5.9747,1e-06,0.058488845825
594,5.98478,1e-06,0.0588555336
595,5.99485,1e-06,0.058889865875
596,6.00494,1e-06,0.059187412262
597,6.01501,1e-06,0.059267520905
598,6.02509,1e-06,0.059576511383
599,6.03516,1e-06,0.059656620026
600,6.04524,1e-06,0.059943199158
601,6.05531,1e-06,0.060057640076
602,6.06539,1e-06,0.060343742371
603,6.07546,1e-06,0.060503959656
604,6.08553,1e-06,0.060744285583
605,6.0956,1e-06,0.060927867889
606,6.10567,1e-06,0.06112241745
607,6.11574,1e-06,0.061328411102
608,6.12581,1e-06,0.061522960663
609,6.13589,1e-06,0.061728954315
610,6.14596,1e-06,0.061889648438
611,6.15606,1e-06,0.062038421631
612,6.16613,1e-06,0.06229019165
613,6.1762,1e-06,0.06241607666
614,6.18627,1e-06,0.062690734863
615,6.19634,1e-06,0.062828063965
616,6.20641,1e-06,0.063114643097
617,6.21649,1e-06,0.063217639923
618,6.22656,1e-06,0.063480854034
619,6.23664,1e-06,0.063629627228
620,6.24669,1e-06,0.063892841339
621,6.25676,1e-06,0.064030647278
622,6.26683,1e-06,0.064259529114
623,6.27691,1e-06,0.064419746399
624,6.28697,1e-06,0.064637184143
625,6.29704,1e-06,0.064831733704
626,6.30714,1e-06,0.065014839172
627,6.31721,1e-06,0.065198421478
628,6.32729,1e-06,0.065370082855
629,6.33736,1e-06,0.065610408783
630,6.34743,1e-06,0.065747737885
631,6.3575,1e-06,0.065988063812
632,6.36757,1e-06,0.066148281097
633,6.37764,1e-06,0.066411972046
634,6.38772,1e-06,0.066526412964
635,6.39779,1e-06,0.066823959351
636,6.40786,1e-06,0.066926956177
637,6.41793,1e-06,0.067178726196
638,6.428,1e-06,0.067339420319
639,6.43808,1e-06,0.067568302155
640,6.44814,1e-06,0.067751407623
641,6.45825,1e-06,0.067911624908
642,6.46831,1e-06,0.068060398102
643,6.47838,1e-06,0.06830072403
644,6.48845,1e-06,0.068461418152
645,6.49852,1e-06,0.06870174408
646,6.5086,1e-06,0.068804740906
647,6.51867,1e-06,0.069113731384
648,6.52874,1e-06,0.069228172302
649,6.53881,1e-06,0.069491863251
650,6.54889,1e-06,0.069640636444
651,6.55897,1e-06,0.069938182831
652,6.56905,1e-06,0.070064067841
653,6.57911,1e-06,0.070327281952
654,6.58919,1e-06,0.070430278778
655,6.60169,1e-06,0.070808410645
656,6.61413,1e-06,0.07084274292
657,6.62418,1e-06,0.071220397949
658,6.63425,1e-06,0.071231842041
659,6.64432,1e-06,0.071587085724
660,6.65441,1e-06,0.071609973907
661,6.66448,1e-06,0.071964740753
662,6.67455,1e-06,0.07201051712
663,6.68464,1e-06,0.072330951691
664,6.69472,1e-06,0.072399616241
665,6.70479,1e-06,0.072731971741
666,6.71485,1e-06,0.072777748108
667,6.72493,1e-06,0.073063850403
668,6.73499,1e-06,0.073201179504
669,6.74507,1e-06,0.073464393616
670,6.75514,1e-06,0.073613166809
671,6.76523,1e-06,0.07376241684
672,6.7753,1e-06,0.073945522308
673,6.78537,1e-06,0.074140071869
674,6.79545,1e-06,0.074323177338
675,6.80552,1e-06,0.07452917099
676,6.8156,1e-06,0.074700832367
677,6.82567,1e-06,0.074918746948
678,6.83574,1e-06,0.075101852417
679,6.84581,1e-06,0.075284957886
680,6.85589,1e-06,0.075445175171
681,6.86597,1e-06,0.075685501099
682,6.87604,1e-06,0.075811386108
683,6.88612,1e-06,0.076063632965
684,6.89619,1e-06,0.076189517975
685,6.90626,1e-06,0.076418399811
686,6.91633,1e-06,0.076578617096
