Keithley Instruments: Chronopotentiometry

System Parameters
Date/Time,Tue Apr 26 00:41:43 2022
Model,2450
Serial Number,04431893
Firmware,1.6.7c
Program Version,122148
EC Framework Version,1.0


Measurement Interval:,0.01,s/pt
VRange:,2

Step #1 Settings
Current,1e-06,A
Duration,180,s

Step #1 Quick Stats
17852,points recorded,,0.32611380872,V average
0.14340639114,V minimum,,0.042615912772,V standard deviation
0.33620858192,V median,,180.03346596,s to run experiment
0.37760853767,V maximum

Raw Data

Step #1
Data Pt, Times (s), Current (A), Potential (V)
577,5.81126,1e-06,0.23000717163
578,5.82133,1e-06,0.23006439209
579,5.83141,1e-06,0.23012161255
580,5.84149,1e-06,0.23015594482
581,5.85156,1e-06,0.23024749756
582,5.86164,1e-06,0.23027038574
583,5.87171,1e-06,0.23037338257
584,5.88178,1e-06,0.23038482666
585,5.89186,1e-06,0.23045372963
586,5.90193,1e-06,0.23052239418
587,5.91201,1e-06,0.23052239418
588,5.92208,1e-06,0.23062539101
589,5.93216,1e-06,0.23061394691
590,5.94223,1e-06,0.23073983192
591,5.95231,1e-06,0.23073983192
592,5.96238,1e-06,0.23085427284
593,5.97245,1e-06,0.23084282875
594,5.98252,1e-06,0.2309114933
595,5.9926,1e-06,0.23096871376
596,6.00267,1e-06,0.23104906082
597,6.01274,1e-06,0.2310833931
598,6.02282,1e-06,0.23111772537
599,6.03289,1e-06,0.23117494583
600,6.04297,1e-06,0.23120927811
601,6.05304,1e-06,0.23131227493
602,6.06311,1e-06,0.23131227493
603,6.0732,1e-06,0.23141527176
604,6.08328,1e-06,0.23136949539
605,6.09335,1e-06,0.23152971268
606,6.10343,1e-06,0.23152971268
607,6.11352,1e-06,0.23163294792
608,6.12358,1e-06,0.23161005974
609,6.13366,1e-06,0.23172450066
610,6.14373,1e-06,0.23169016838
611,6.15381,1e-06,0.23185038567
612,6.16388,1e-06,0.23181605339
613,6.17397,1e-06,0.23191905022
614,6.18402,1e-06,0.23188471794
615,6.19412,1e-06,0.23203349113
616,6.2042,1e-06,0.23196482658
617,6.21427,1e-06,0.23213672638
618,6.22434,1e-06,0.2320792675
619,6.23443,1e-06,0.23221683502
620,6.24449,1e-06,0.23220539093
621,6.25456,1e-06,0.23228549957
622,6.26463,1e-06,0.23228549957
623,6.2747,1e-06,0.23239994049
624,6.28478,1e-06,0.2323884964
625,6.29485,1e-06,0.23251438141
626,6.30492,1e-06,0.23248004913
627,6.31499,1e-06,0.23261737823
628,6.32506,1e-06,0.23254871368
629,6.33514,1e-06,0.23273205757
630,6.34521,1e-06,0.23266339302
631,6.35528,1e-06,0.23281216621
632,6.36772,1e-06,0.23275494576
633,6.37546,1e-06,0.23289227486
634,6.38552,1e-06,0.23292660713
635,6.39559,1e-06,0.23299527168
636,6.40565,1e-06,0.23299527168
637,6.41573,1e-06,0.23307538033
638,6.42581,1e-06,0.23309826851
639,6.43588,1e-06,0.23319005966
640,6.44595,1e-06,0.23317861557
641,6.45602,1e-06,0.23330450058
642,6.46609,1e-06,0.2332816124
643,6.47617,1e-06,0.23343038559
644,6.48624,1e-06,0.23332738876
645,6.49632,1e-06,0.2335562706
646,6.5064,1e-06,0.23340749741
647,6.51648,1e-06,0.2336935997
648,6.52656,1e-06,0.23344182968
649,6.53663,1e-06,0.23380827904
650,6.5467,1e-06,0.2335562706
651,6.55677,1e-06,0.23389983177
652,6.56685,1e-06,0.23365926743
653,6.57693,1e-06,0.2340028286
654,6.58702,1e-06,0.23377394676
655,6.59708,1e-06,0.23406004906
656,6.60715,1e-06,0.2338540554
657,6.61724,1e-06,0.23417448997
658,6.62731,1e-06,0.23399138451
659,6.63739,1e-06,0.23422026634
660,6.64746,1e-06,0.23411726952
661,6.65754,1e-06,0.23432350159
662,6.66762,1e-06,0.23424315453
663,6.67769,1e-06,0.23441505432
664,6.68777,1e-06,0.23433494568
