Keithley Instruments: Chronopotentiometry

System Parameters
Date/Time,Tue Apr 26 00:35:12 2022
Model,2450
Serial Number,04431893
Firmware,1.6.7c
Program Version,122148
EC Framework Version,1.0


Measurement Interval:,0.01,s/pt
VRange:,2

Step #1 Settings
Current,1e-06,A
Duration,120,s

Step #1 Quick Stats
11901,points recorded,,0.30157666338,V average
0.10587644577,V minimum,,0.043094974714,V standard deviation
0.31173062325,V median,,120.03348434,s to run experiment
0.35259222984,V maximum

Raw Data

Step #1
Data Pt, Times (s), Current (A), Potential (V)
1,0,1e-06,0.10587644577
2,0.0114258,1e-06,0.10830354691
3,0.0214981,1e-06,0.10953998566
4,0.0315514,1e-06,0.11089086533
5,0.041625,1e-06,0.11171531677
6,0.0517384,1e-06,0.11272287369
7,0.0618207,1e-06,0.11337566376
8,0.0718783,1e-06,0.11431407928
9,0.081949,1e-06,0.11482954025
10,0.0919925,1e-06,0.11564254761
11,0.102072,1e-06,0.11614608765
12,0.11213,1e-06,0.11693620682
13,0.122193,1e-06,0.11740541458
14,0.132291,1e-06,0.11811542511
15,0.142355,1e-06,0.11853885651
16,0.152416,1e-06,0.11924886703
17,0.162482,1e-06,0.11964941025
18,0.172564,1e-06,0.12038230896
19,0.182639,1e-06,0.12069129944
20,0.192711,1e-06,0.12141275406
21,0.202777,1e-06,0.12179040909
22,0.21286,1e-06,0.12243175507
23,0.222926,1e-06,0.122797966
24,0.232992,1e-06,0.12343931198
25,0.243082,1e-06,0.12371397018
26,0.25315,1e-06,0.12438964844
27,0.263218,1e-06,0.1247215271
28,0.273292,1e-06,0.12532806396
29,0.283363,1e-06,0.12569475174
30,0.29344,1e-06,0.12626695633
31,0.303537,1e-06,0.12659931183
32,0.313606,1e-06,0.12712574005
33,0.323678,1e-06,0.12749195099
34,0.333743,1e-06,0.12801885605
35,0.343828,1e-06,0.12841939926
36,0.353889,1e-06,0.12890052795
37,0.363967,1e-06,0.12933540344
38,0.374052,1e-06,0.12970161438
39,0.384131,1e-06,0.13015985489
40,0.394189,1e-06,0.13052606583
41,0.404264,1e-06,0.13094973564
42,0.414335,1e-06,0.13137340546
43,0.424407,1e-06,0.13179707527
44,0.43448,1e-06,0.13223218918
45,0.444571,1e-06,0.13259840012
46,0.454655,1e-06,0.13302206993
47,0.464727,1e-06,0.13338851929
48,0.474804,1e-06,0.13380050659
49,0.484872,1e-06,0.13420128822
50,0.494946,1e-06,0.1345448494
51,0.505038,1e-06,0.13496851921
52,0.515124,1e-06,0.13533473015
53,0.525197,1e-06,0.13568973541
54,0.535266,1e-06,0.13607907295
55,0.545336,1e-06,0.13646817207
56,0.555402,1e-06,0.13683462143
57,0.56548,1e-06,0.13722395897
58,0.575556,1e-06,0.13756728172
59,0.585628,1e-06,0.13795661926
60,0.595725,1e-06,0.13824295998
61,0.605803,1e-06,0.13866639137
62,0.615863,1e-06,0.13891839981
63,0.625933,1e-06,0.13939929008
64,0.636,1e-06,0.13962817192
65,0.646076,1e-06,0.14007472992
66,0.65616,1e-06,0.14032649994
67,0.666213,1e-06,0.14079594612
68,0.676285,1e-06,0.14103651047
69,0.686377,1e-06,0.1414141655
70,0.696444,1e-06,0.14167761803
71,0.706518,1e-06,0.14207816124
72,0.716592,1e-06,0.14233016968
73,0.726669,1e-06,0.1427423954
74,0.736733,1e-06,0.1430170536
75,0.746809,1e-06,0.14340639114
76,0.756883,1e-06,0.14363527298
77,0.766976,1e-06,0.1440474987
78,0.777056,1e-06,0.14424204826
79,0.7878,1e-06,0.14471149445
80,0.797229,1e-06,0.14487195015
81,0.807291,1e-06,0.14530682564
82,0.817369,1e-06,0.14550161362
83,0.827436,1e-06,0.14592528343
84,0.83752,1e-06,0.14611983299
85,0.847595,1e-06,0.14654350281
86,0.857662,1e-06,0.14671516418
87,0.867746,1e-06,0.14710450172
88,0.877818,1e-06,0.1472761631
89,0.887889,1e-06,0.14771127701
90,0.897964,1e-06,0.14790582657
91,0.908048,1e-06,0.14827227592
92,0.918108,1e-06,0.14845538139
93,0.928174,1e-06,0.14893627167
94,0.938253,1e-06,0.14901638031
95,0.948315,1e-06,0.14952015877
96,0.958401,1e-06,0.14963459969
97,0.968485,1e-06,0.14995527267
98,0.978569,1e-06,0.15020704269
99,0.988634,1e-06,0.15058493614
100,0.998716,1e-06,0.15075659752
101,1.00878,1e-06,0.15111160278
102,1.01886,1e-06,0.15129470825
103,1.02893,1e-06,0.15163826942
104,1.039,1e-06,0.15179848671
105,1.04911,1e-06,0.15217638016
106,1.05916,1e-06,0.15234804153
107,1.06922,1e-06,0.1527030468
108,1.0793,1e-06,0.15282893181
